,tweets,cluster
398,aminolallah dj tolol ngetwit ngetik bicara dasar kadrun tolol wassalam,7
399,surodilagan lupa kampanye gabenar menang pecah belah sara ujar benci fitnah teror marah g a c a dasar kadrun tolol wassalam,9
400,kadrun bagak bengong masalah beku act uang rakyat topeng donasi nikmat foya pendukunng parpolnya e a l a jijik,17
401,takut tua makan sulit tua foya,17
402,anjing ku anton joely kaing kaing comberan dingin kakak,4
403,agama agama jual keluarga istri ku agama jual agama,17
404,duluan ngerusak ngaca menang sara ujar benci fitnah teror ngaca sewot dasar kadrun ngebacot,9
405,undang kenal undang salut pengantin wanita pakai kerudung bikin kadrun sewot,17
406,jokja asli pakai bahasa jawa suda kilah kait agama malu ngaco ngebelanya kebabalasan,17
407,indonesia asli cari makan tempat leluhur indonesia is best,10
408,hina balas sewot kadrun,17
409,followersnya upil tahu mutu ngetwit kadrun bodoh ngetwit ngebacot,17
410,komisaris kakak aset ku bumn ngincer komisaris tolol,7
411,anjing ku anton joely kaing kaing comberan kadrun tolol banget,4
412,anjing ku anton stres pesong gila,16
413,anjing ku kaing kaing comberan,4
414,mimpi kakak presiden plesiden an kakak,12
415,anjing unya sara bodoh,17
416,anjing ku kaing kaing comberan mauliate,4
417,kadrun bodoh sok pintar,7
418,hai bodoh bupati nasdem simpatisan pdi juang marah bupati main kucing an ticket parawisata kemari sok pintar bodoh,17
419,tolol benci arab benci capres aku asli jokya yaman malu bilang pribumi asli rakyat indonesia cinta cerdas bohong istimewah poltak raja minyak medan,17
420,bicara sedih masuk penjara ngebacot dasar baba longseng xie,17
421,suka aku asli jokya bahasa bahasa arab ho tahu maturnuwun sukron,17
422,anjing pesong gila lihat sukses,16
423,anjing kaing kaing comberan,4
424,anjing kaing kaing comberan tolol kadrun,4
425,petrodes mega keliduan beken nebeng poltak raja minyak nyungsep,22
426,tolol sok pintar apbn pusat apbd daerah dijelasin erti habis modal ngebacot,7
427,followers upil lho ngaca ngerasanin followersnya juta pesong gila,16
428,denny siregar kadrun followersnya dikit tahun level ach wassalam,17
429,denny siregar dukung act marah kadrun bodoh wassalam,17
430,anjing gonggong pesong gila maklum comberan lanjut,20
431,ganteng gambar bikin kadrun pesong gila,16
432,hukum mati kasih pilih miskin bagak miskin,18
433,badut dunia ngeri kakak nyapres,17
434,adu data objektif makan geblek edi g bujur,17
435,sombong jis maha karya dana perintah pusat joko widodo gusti boten sare malu indonesia dunia polisi hasil kerja periksa takut jisnya runtuh,17
436,maling teriak maling lupa act selesai terang benderang serang ungkap uang rakyat bohong cain wassalam,17
437,serang serang enak kadrun suka serang balas cengeng kakak wassalam,17
438,dengar damai indah indonesia cinta ideologi pancasila,10
439,kura perahu pura presiden ri periode cinta rakyat dosen ui copot enak bilang pecat raja dungu simenggerung gerung,17
440,bela panggung dengung bersih jabat simanis jembatan ancol maksud ku komisaris ancol bela babi buta miskin bagak miskin takut tahu,17
441,maklum cari makan sebentar ge anggur,17
442,siraja dungu ngaca stres sebentar pesong gila,16
443,lawyer nurani bela penjara salah jurus kakak jaksa,17
444,menteri j plate sara ganti,17
445,sewot tolol dasar kadrun umat tipu malu wassalam,7
446,langgar hukum tipu uang rakyat hukum berat buka terang benderang alir dana sangka hukum mati rusak agama hormat,18
447,borgol proses hukum hukum berat hukum mati cepat tangkap act kadrun sangka tipu tipu uang rakyat alir dana jual agama umum,18
448,anjing ku pesong gila ngetwit melulu tolol comberan,16
449,anjing ku kakak comberan loh kaing kaing,4
450,anjing ku kaing kaing comberan lapar kakak kadrun,4
451,malu ngetwit anjing malu,17
452,emosi tolol anjing ku kaing kaing comberan kakak,4
453,rakyat kadrun sok atas nama campus anak teman depok termehek mehek,19
454,gede supir presiden taxi sayang bubar kakak,12
455,sigoblok ngaca ngerasanin tokoh aset triliun maklum kadrun,17
456,laku sby anggota dpr ri dapilku pilih tinggal golkar menang tolol lucky kaligis roring demokrat partai urut,3
457,ideologi pancasila ganggu kadrun capres sabar duduk bonceng,23
458,dr hasto kristiyanto sekjen pdi juang lawan eko mencret dukung supir presiden taxi sayang bubar,12
459,telat pikir lambat mikir kakak iq jongkok tuju ahy mundur militer pangkat mayor calon gubernur kalah putar kader pdi juang partai nasionalis sejati,17
460,recidivis suku kecam ketik fitnah masuk penjara,17
461,fakta ku kristus berkat,3
462,mecah belah kadrun piara kembang bubar kalah cain,1
463,sesal bela biar hti fpi tumbuh subur bangga joko widodo bubar indonesia cinta ideologi pancasila ancam,10
464,anjing gedong lawan anjing kampung piara kadrun,20
465,tim sukses menang pilpres periode joko widodo presiden ri yaoh partai ku dukung kadrun,5
466,anjing kaing kaing comberan,4
467,kecam tolol x eko recidivis oon malu ku tenggara aku papua,17
468,kader pdi juang ikut baik arah sekjen dr hasto sukses pdi juang,14
469,followersnya upil tanggap level,17
470,ngeri kakak meme mati diri panas pening,17
471,termehek mehek sidungu dungu raja dungu hati sebentar pesong gila,19
472,bingung pening pesong gila,16
473,sewot baris sakit hati kadrun baliho puan cucu cucu karno itu fakta kader pdi juang bangga ketua pdi juang megawati soekarnoputri anak karno menang pilpres legislatif periode,14
474,malu berita tahan nm lawan,17
475,malu do i nm pulang rumah asal bunyi bunyi,17
476,tanggung bohong bikin dongok kakak wassalam,17
477,anjing pesong gila comberan,16
478,cengeng roy teror aku papua marga malu ku tenggara malu takut ku termehek mehek level numpang beken,19
479,bima arya lawan masuk penjara malu maju walikota bogor,17
480,kadrun menghinah gilir balas pesong gila munafik malu malu,16
481,kasih tokoh ucap mulut masuk penjara toko sepatu toko besi toko onderdil,17
482,juragan kaya raya bayar rupiah seri,2
483,osman tolol ngebacot kadrun,7
484,prof hendrawan senior pdi juang sewot munafik tanggap nyata ngelantur,14
485,bagus sayang oktober wassalam,17
486,pimpin negara indonesia cinta break dance visi misi joko widodo presiden ri kerja kerja kerja rakyat kadrun baris sakit hati kerja nyinyir ngebacot,6
487,kadrun baris sakit hati kaca nyinyir ngebacot,15
488,puas berkat limpah ku kristus baik indonesia ku cinta rongrong perintah joko widodo syah hukum libas,3
489,kuasa menang tim sukses,17
490,cepat sebentar oktober selesai citra rakyat korban citra oktober pesong gila tunggu,16
491,tolol tanggap kadrun wassalam,7
492,nambah depan kadrun menang wassalam,17
493,benar kadrun bakar jenggot wassalam,17
494,lae sok akrab lay lay lay kakak,17
495,konsisten dasar kadrun tolol sok pintar wassalam,7
496,kadrun kalah dukung malu jatah wassalam,1
497,mecah belah kadrun kalah repot wassalam,1
498,manusia tolol komentar pojok bicara kuping copot rata wassalam,7
499,manusia kadrun hati penuh dengki ngebacot ach malu nyebutnya pesong gila wassalam,16
500,baris sakit hati kadrun pesong gila joko widodo presiden ri sukses pimpin indonesia cinta dasar muka badak malu dukung jatah perintah persis preman kampung,15
501,sanggup bayar dikte uang ku seri,17
502,kadrun pasti dukung laut wassalam,17
503,buka badak ngebelain muka badak,17
504,muka badak malu banjir wilayah sombong dukung ngeri,17
505,dukung kadrun menang dukung rakus jabat,17
506,luhut binsar pandjaitan kasih nilai sama nasib ri sri lanka sakit jiwa kutil otak paten lbp menko maritim investasi sukses,11
507,ngotot capres termehek mehek pakai kaca mata kuda siantar,19
508,ngeri kakak moga duga partai politik teman besar selamat lanjut buat langgar hukum,18
509,buang ternak kutil iskhan bego,17
510,kambing kambing harimau pimpin gerak demo kadrun nuhun,17
511,joko widodo presiden ri lihat rekam jejak angkat bantu presiden malu rakyat indonesia cinta marah jokowi sukses,5
512,baris sakit hati kadrun dengar pidato kutil otak cepat sembuh joko widodo presiden ri kader pdi juang berkat rakyat indonesia cinta maklum,15
513,sedih baca partai besar keder kutil otak paksa termehek mehek,19
514,gilir masalah bicara gilir nikmat hasil maksen makan,17
515,kpk ruhut cegah berantas korupsi,17
516,divisi hubung masyarakat polri denny siregar hati mulut harimau terkam aparat manusia sabar nasi bubur,17
517,kumur kumur politis wawancara wawancara tv pening tanteeeeeee ich ngeri kakak,17
518,do i halal sara ujar benci fitnah teror pilih korban waspada waspada waspada,0
519,anjing ku kaing kaing comberan,4
520,pakai kaca mata kuda kerja kerja kerja joko widodo presiden ri cinta rakyat,6
521,tolol followersnya tahun upil kakak,7
522,kilah malu fakta malu malu indonesia cinta ideologi pancasila kenal tiran minoritas dominasi mayoritas,10
523,dukung setia periode tim sukses joko widodo pilpres bravo,5
524,kritisi kritisi telat pikir lambat mikir,17
525,jual agama apa agama kritisi tuntas,17
526,hai kadrun hidung ajar hidung rakyat indonesia cinta cerdas bohong jual agama,10
527,papua muslim hai kadrun malu rakyat papua rendah hati mayoritas kristiani papua kristen fakta rakyat papua pegang pancasila ideologi rakyat indonesia cinta,10
528,lapar malu lihat kuping hocki,17
529,followers upil komentar sarap kirim susah,17
530,sigoblok farouk kadrun unta bentuk nasib,17
531,hai kadrun farouk urus dapil tunggu senayan dpr mpr ri,17
532,judi followers dikit layan,17
533,kadrun papua rumah pdi juang rakyat papua cinta keluarga,14
534,kadrun dukung papua keluarga pdi juang kerja kerja kerja rayat papua cinta,6
535,kirain followersnya nambah tolol jo,7
536,nyata baris sakit hati kadrun nafsu diubun ubun sabar duduk bonceng nyinyir ngebacot pesong gila benar,23
537,sri lanka politik beda indonesia ku cinta kadrun sabar birah negatif salah kaprah paten,10
538,hati bahaya abu janda lawan streeeeeeesnya stroke wassalam,17
539,hakim lawan raja dungu debat takut tular dungu,17
540,fakta bakar jenggot bujur,17
541,followersnya upil ach layan,17
542,gagak mulus mudah an ge laut,17
543,tolol pesong adi markicot,7
544,tolol kakak follower kreeen banget tolol followers,7
545,gabung twitter followers lucu teman katak bawah tempurung kakak markicot kakak,17
546,adi markicot pesong marah pindah pdi juang partai masalaluku markicot,17
547,nambah tk fitnah dukung menang kakak,17
548,dukung menang dasar oon adi berani ngebanding banding menang periode kakak,17
549,tolol sok pintar lucu bujur,7
550,sahabat ku ali ngabalin iklan rokok larang rokok sehat maturnuwun,3
551,rangka cerdas kadrun rakyat indonesia cinta cerdas paten,10
552,dengar baik kadrun beli kucing karung indonesia cinta ideologi pancasila,10
553,selesai oktober jilid jilid buka film rambo jilid marah silah emang gue pikirin pikirin,17
554,logika ambang batas gugat partai politik lsm orang putus tolak bayang ambang batas partai politik lsm orang calon presiden wkl presiden kertas lebar lapang sepak bola,17
555,yakin ribut kadrun wassalam,17
556,madi arya lho pesong gila bikin bujur,16
557,aduk kadrun cegah rakyat indonesia cinta korban donasi sesat,10
558,madi arya kadrun bakar jenggot aduuuuuuud kuat ngeri kakak,17
559,pesong gila masuk rs jiwa grogol,16
560,marah gusti boten sareh beli kucing karung,17
561,marah bicara fakta jujur susah nyambung paksa,17
562,fakta dada act dungu kakak,17
563,sok akrab lay lae erti serifikat rumah level,17
564,sedang apa lawan dungu debat hati bulat dungu,17
565,waspada waspada waspada percaya polisi aman dan tertib masyarakat tindak hukum laku terang benderang rongrong nkri ideologi pancasila,0
566,mohon bantu tangan bawah atas act suka uang,17
567,bayang negara indonesia cinta pimpin menang sara ujar benci fitnah teror menang presiden ri menang malu bela act urus aku,9
568,termehek mehek dungu masuk ge rs grogol raja dungu,19
569,dukung kadrun menang gila pesong jabat,16
570,bodo busuk bongkar satu dosa bongkar gusti boten sareh alir,17
571,presiden calon susah kepala pergi sono supir presiden taxi usaha bubar kakak,12
572,isi perut bongkar tipu melulu tuding kadrun tolol act,7
573,dada ku act ngeri bah ach takut dukung marah ge,17
574,komentar tolol act waras,7
575,alam politik ngelawak politis hati presiden calon kakak,17
576,kadrun tolol kakak wassalam,7
577,dukung diam fakta bakar jenggot malu malu capres susah presiden kakak supir presiden taxi sayang usaha taxinya bubar,12
578,kadrun bela act malu malu pengrongrong pancasila ideologi negara indonesia cinta,10
579,ketik baik kapak kadrun sok bertwitt ria,17
580,kadrun komentar tolol otak kutil,7
581,komentar malu malu wassalam,17
582,dukung kadrun penah menang gila jabat,16
583,santun politik santun hina presiden ri rendah ideoligi pancasila raaaaaaatakan,17
584,amanat presiden ri joko widodo inspektur upacara ulang bhayangkara wenang polri tingkat rakyat indonesia cinta dukung penuh selamat ulang polri maju,5
585,mohon himbauan joko widodo presiden ri disiplin laksana protokol sehat waspada waspada waspada covid sekitar,0
586,jalan lihat kiri kanan muka tagih hutang selesai intai wassalam,17
587,alumni fh unpad lulus ge wassalam,17
588,duduk bonceng kadrun modal nyinyir ngebacot kakak wassalam,23
589,sepak bola tolol kakak lucu wassalam,7
590,sibotak tuyul nongol preeeeeeet wassalam,17
591,pesong gila badrudinalaena poltak lawan preeeeeeet kakak,16
592,sedang apa hapus tolol kakak ngancam preeeeeeet wassalam,7
593,kadrun nonton pintar dikit tolol tolol kuping tipis dengar komentar wanita cantik objektif kerja keras kunjung presiden ri joko widodo,7
594,tolol kakak kurniawan kalah debat,1
595,tanda kiamat susah miskin ge kasihan sukses kaya raya badrudin aleana,2
596,presiden ri laut gubernur sara ujar benci fitnah teror akibat rakyat cinta kibul dukung korban,9
597,kadrun bunuh dunia internasional hormat joko widodo presiden ri cinta rakyat,5
598,biarin nyinyir ngebacot modal kadrun tolol banget layan anjing gonggong buat jalan,7
599,kakak profesor panggil profesor lingkung,17
600,gagal tidak punya uang berani ngerasanin sukses kaya raya ge sarap pagi anton joely kakak,2
601,suka mengkritikdan hina balas sewot dasar kadrun susah anggur,17
602,gembira kadrun bertwitter followers upil wassalam,17
603,manusia kutil otak coba balik sejarah,17
604,roring tolol bangga ge,7
605,pening tanteeeeeee ayam tetangga pening koma lucu,17
606,batak batak beda mauliate bujur lucu makan,17
607,fakta lawyer kelas kadrun sembarang ngebacot raaaaaaatakan,17
608,manusia jijik lebih kakus havis tj ajar kaca,17
609,kadrun malu jijik ajar kaca cepat lupa lupa mati,17
610,menang sara ujar benci fitnah teror lupa tentang ideologi pancasila,9
611,dukung kadrun menang gila jabat,16
612,hai kadrun adi marz salah ente sebentar lapor polisi meme balas pesong gila,16
613,arifgun rakus jabat anggur,17
614,ikut setia takut kabur toto tolol,7
615,wajah presiden ri dukung hormat kerja keras joko widodo damai ukraina rusia bodo dukung kadrun unya hina jokowi salah,5
616,anjing ku andhika bobby pesong gila comberan,16
617,miskin marah sikaya raya lapar makan kirim lezat,2
618,miskin hina sikaya raya makan siang kirim lezat,2
619,sitolol lucu fakta periode wakil rakyat senayan gerung calon kalah,1
620,loncat menang dukung presiden ri menang berkat,5
621,dungu dungu ngotot ambang batas pilpres dukung tinggal rakyat indonesia cinta ngotot gelar raja dungu,10
622,anjing ku roring ngejilat comberan,20
623,model manusia ngebacot sembarang ngeri ach takuuuuuuut he he he he kakak,17
624,jokowi rqthea kaing kaing comberan tolol sok pintar,4
625,af poltak sukses kaya raya,2
626,anjing ku kaing kaing comberan,4
627,presiden ri joko widodo indonesia cinta dunia internasional hormat kagum berani tegas negara iriana rombong damai ukraina rusia kadrun pesong mantap,5
628,terima kasih berkat presiden ri kerja keras damai ukaraina rusia moga jalan lancar jadi jokowi pelita terang indonesia cinta dunia,5
629,tolol sok pintar lucu,7
630,muka kadrun negara bangkrut mimpi kakak,12
